advisor_id,advisor_name,channel,archetype_id,archetype_name,risk_tolerance,turnover,flow_persistence,tenure_band,household_count,aum,gross_sales_bias,redemption_sensitivity
ADV0833,Advisor 0833,ria,growth_allocator,Growth Allocator,medium_high,medium,medium,established,70,84355019.0,1.15,0.9
ADV0434,Advisor 0434,wirehouse,active_trader,Active Trader,high,high,low,tenured,64,84102761.16,1.25,1.15
ADV0455,Advisor 0455,independent_broker_dealer,growth_allocator,Growth Allocator,medium_high,medium,medium,established,78,83837334.15,1.15,0.9
ADV0454,Advisor 0454,ria,growth_allocator,Growth Allocator,medium_high,medium,medium,established,66,83582836.12,1.15,0.9
ADV0199,Advisor 0199,wirehouse,fixed_income_specialist,Fixed Income Specialist,low_medium,medium,high,tenured,63,83555424.99,0.95,1.05
ADV0567,Advisor 0567,independent_broker_dealer,fixed_income_specialist,Fixed Income Specialist,low_medium,medium,high,established,73,83517923.91,0.95,1.05
ADV0581,Advisor 0581,wirehouse,growth_allocator,Growth Allocator,medium_high,medium,medium,established,58,83444689.2,1.15,0.9
ADV0669,Advisor 0669,wirehouse,balanced_planner,Balanced Planner,medium,low,high,established,55,82855349.25,1.0,1.0
ADV0498,Advisor 0498,regional_broker_dealer,growth_allocator,Growth Allocator,medium_high,medium,medium,established,82,82842359.55,1.15,0.9
ADV0482,Advisor 0482,independent_broker_dealer,conservative_income,Conservative Income,low,low,high,tenured,79,82840143.89,0.85,1.2
ADV0662,Advisor 0662,independent_broker_dealer,balanced_planner,Balanced Planner,medium,low,high,established,78,82555780.09,1.0,1.0
ADV0756,Advisor 0756,independent_broker_dealer,conservative_income,Conservative Income,low,low,high,established,83,82038999.56,0.85,1.2
ADV0385,Advisor 0385,ria,growth_allocator,Growth Allocator,medium_high,medium,medium,tenured,65,81962208.26,1.15,0.9
ADV0898,Advisor 0898,regional_broker_dealer,conservative_income,Conservative Income,low,low,high,emerging,69,81466833.68,0.85,1.2
ADV0182,Advisor 0182,wirehouse,growth_allocator,Growth Allocator,medium_high,medium,medium,tenured,72,81394787.93,1.15,0.9
ADV0654,Advisor 0654,wirehouse,fixed_income_specialist,Fixed Income Specialist,low_medium,medium,high,emerging,46,81296704.11,0.95,1.05
ADV0969,Advisor 0969,ria,balanced_planner,Balanced Planner,medium,low,high,established,64,80646709.82,1.0,1.0
ADV0733,Advisor 0733,independent_broker_dealer,growth_allocator,Growth Allocator,medium_high,medium,medium,established,73,79968984.12,1.15,0.9
ADV0468,Advisor 0468,independent_broker_dealer,balanced_planner,Balanced Planner,medium,low,high,established,82,79734483.43,1.0,1.0
ADV0997,Advisor 0997,regional_broker_dealer,balanced_planner,Balanced Planner,medium,low,high,emerging,76,79563588.28,1.0,1.0
ADV0376,Advisor 0376,wirehouse,growth_allocator,Growth Allocator,medium_high,medium,medium,emerging,44,79263132.72,1.15,0.9
ADV0139,Advisor 0139,ria,conservative_income,Conservative Income,low,low,high,established,51,79153458.49,0.85,1.2
ADV0752,Advisor 0752,regional_broker_dealer,growth_allocator,Growth Allocator,medium_high,medium,medium,established,83,79078737.74,1.15,0.9
ADV0952,Advisor 0952,ria,growth_allocator,Growth Allocator,medium_high,medium,medium,established,57,78754076.46,1.15,0.9
ADV0466,Advisor 0466,wirehouse,alternative_specialist,Alternative Specialist,medium_high,medium,medium,established,62,78683571.84,1.05,0.95
ADV0115,Advisor 0115,independent_broker_dealer,balanced_planner,Balanced Planner,medium,low,high,emerging,68,78615425.18,1.0,1.0
ADV0196,Advisor 0196,wirehouse,growth_allocator,Growth Allocator,medium_high,medium,medium,established,56,78609208.33,1.15,0.9
ADV0919,Advisor 0919,regional_broker_dealer,conservative_income,Conservative Income,low,low,high,tenured,92,78591145.98,0.85,1.2
ADV0047,Advisor 0047,independent_broker_dealer,balanced_planner,Balanced Planner,medium,low,high,established,70,78071488.62,1.0,1.0
ADV0869,Advisor 0869,regional_broker_dealer,growth_allocator,Growth Allocator,medium_high,medium,medium,established,80,78043194.5,1.15,0.9
ADV0452,Advisor 0452,regional_broker_dealer,growth_allocator,Growth Allocator,medium_high,medium,medium,established,74,77888285.42,1.15,0.9
ADV0153,Advisor 0153,independent_broker_dealer,balanced_planner,Balanced Planner,medium,low,high,established,70,77737024.02,1.0,1.0
ADV0023,Advisor 0023,wirehouse,growth_allocator,Growth Allocator,medium_high,medium,medium,established,49,76585492.12,1.15,0.9
ADV0315,Advisor 0315,regional_broker_dealer,balanced_planner,Balanced Planner,medium,low,high,established,70,76528859.11,1.0,1.0
ADV0485,Advisor 0485,wirehouse,conservative_income,Conservative Income,low,low,high,emerging,49,76405857.17,0.85,1.2
ADV0744,Advisor 0744,wirehouse,balanced_planner,Balanced Planner,medium,low,high,tenured,56,75899722.83,1.0,1.0
ADV0666,Advisor 0666,regional_broker_dealer,balanced_planner,Balanced Planner,medium,low,high,tenured,78,75510700.13,1.0,1.0
ADV0734,Advisor 0734,private_bank,active_trader,Active Trader,high,high,low,established,41,75377837.71,1.25,1.15
ADV0691,Advisor 0691,wirehouse,active_trader,Active Trader,high,high,low,emerging,47,75230070.43,1.25,1.15
ADV0972,Advisor 0972,ria,balanced_planner,Balanced Planner,medium,low,high,tenured,67,75150142.25,1.0,1.0
ADV0447,Advisor 0447,wirehouse,fixed_income_specialist,Fixed Income Specialist,low_medium,medium,high,tenured,58,75087823.32,0.95,1.05
ADV0259,Advisor 0259,private_bank,active_trader,Active Trader,high,high,low,tenured,43,75070231.66,1.25,1.15
ADV0828,Advisor 0828,regional_broker_dealer,conservative_income,Conservative Income,low,low,high,emerging,64,75008561.07,0.85,1.2
ADV0772,Advisor 0772,wirehouse,growth_allocator,Growth Allocator,medium_high,medium,medium,established,43,74968380.65,1.15,0.9
ADV0014,Advisor 0014,independent_broker_dealer,conservative_income,Conservative Income,low,low,high,established,68,74880960.24,0.85,1.2
ADV0484,Advisor 0484,wirehouse,balanced_planner,Balanced Planner,medium,low,high,emerging,50,74635727.99,1.0,1.0
ADV0967,Advisor 0967,wirehouse,balanced_planner,Balanced Planner,medium,low,high,established,55,73962676.98,1.0,1.0
ADV0763,Advisor 0763,ria,growth_allocator,Growth Allocator,medium_high,medium,medium,tenured,63,73591430.17,1.15,0.9
ADV0017,Advisor 0017,independent_broker_dealer,active_trader,Active Trader,high,high,low,established,62,73430243.83,1.25,1.15
ADV0907,Advisor 0907,wirehouse,growth_allocator,Growth Allocator,medium_high,medium,medium,emerging,45,73325722.11,1.15,0.9
ADV0072,Advisor 0072,wirehouse,conservative_income,Conservative Income,low,low,high,established,48,72656226.18,0.85,1.2
ADV0963,Advisor 0963,wirehouse,balanced_planner,Balanced Planner,medium,low,high,established,38,72589437.7,1.0,1.0
ADV0600,Advisor 0600,ria,alternative_specialist,Alternative Specialist,medium_high,medium,medium,emerging,43,72559037.13,1.05,0.95
ADV0760,Advisor 0760,independent_broker_dealer,balanced_planner,Balanced Planner,medium,low,high,established,66,72471694.32,1.0,1.0
ADV0977,Advisor 0977,independent_broker_dealer,balanced_planner,Balanced Planner,medium,low,high,established,63,72208043.45,1.0,1.0
ADV0929,Advisor 0929,wirehouse,conservative_income,Conservative Income,low,low,high,established,48,71140908.89,0.85,1.2
ADV0249,Advisor 0249,private_bank,balanced_planner,Balanced Planner,medium,low,high,established,37,71058087.44,1.0,1.0
ADV0416,Advisor 0416,independent_broker_dealer,balanced_planner,Balanced Planner,medium,low,high,established,60,70792768.59,1.0,1.0
ADV0257,Advisor 0257,independent_broker_dealer,growth_allocator,Growth Allocator,medium_high,medium,medium,established,67,70401592.66,1.15,0.9
ADV0135,Advisor 0135,wirehouse,growth_allocator,Growth Allocator,medium_high,medium,medium,tenured,54,70030419.26,1.15,0.9
ADV0157,Advisor 0157,wirehouse,fixed_income_specialist,Fixed Income Specialist,low_medium,medium,high,established,49,69500647.79,0.95,1.05
ADV0405,Advisor 0405,wirehouse,balanced_planner,Balanced Planner,medium,low,high,established,46,69417600.92,1.0,1.0
ADV0395,Advisor 0395,insurance_broker_dealer,fixed_income_specialist,Fixed Income Specialist,low_medium,medium,high,established,77,69413258.37,0.95,1.05
ADV0357,Advisor 0357,independent_broker_dealer,balanced_planner,Balanced Planner,medium,low,high,established,60,69382906.62,1.0,1.0
ADV0727,Advisor 0727,insurance_broker_dealer,growth_allocator,Growth Allocator,medium_high,medium,medium,tenured,76,68942027.07,1.15,0.9
ADV0674,Advisor 0674,wirehouse,alternative_specialist,Alternative Specialist,medium_high,medium,medium,established,44,68648241.03,1.05,0.95
ADV0243,Advisor 0243,regional_broker_dealer,conservative_income,Conservative Income,low,low,high,established,61,68347916.69,0.85,1.2
ADV0449,Advisor 0449,wirehouse,growth_allocator,Growth Allocator,medium_high,medium,medium,emerging,42,68226201.88,1.15,0.9
ADV0361,Advisor 0361,ria,growth_allocator,Growth Allocator,medium_high,medium,medium,tenured,51,67452123.38,1.15,0.9
ADV0618,Advisor 0618,independent_broker_dealer,conservative_income,Conservative Income,low,low,high,emerging,52,66850326.52,0.85,1.2
ADV0667,Advisor 0667,regional_broker_dealer,balanced_planner,Balanced Planner,medium,low,high,established,59,66497273.0,1.0,1.0
ADV0462,Advisor 0462,ria,growth_allocator,Growth Allocator,medium_high,medium,medium,emerging,49,66477743.06,1.15,0.9
ADV0812,Advisor 0812,independent_broker_dealer,active_trader,Active Trader,high,high,low,established,59,66243843.35,1.25,1.15
ADV0490,Advisor 0490,ria,growth_allocator,Growth Allocator,medium_high,medium,medium,tenured,53,65989985.87,1.15,0.9
ADV0347,Advisor 0347,regional_broker_dealer,alternative_specialist,Alternative Specialist,medium_high,medium,medium,emerging,53,65939739.23,1.05,0.95
ADV0335,Advisor 0335,independent_broker_dealer,growth_allocator,Growth Allocator,medium_high,medium,medium,established,63,65598372.97,1.15,0.9
ADV0228,Advisor 0228,independent_broker_dealer,growth_allocator,Growth Allocator,medium_high,medium,medium,tenured,66,65145750.37,1.15,0.9
ADV0113,Advisor 0113,wirehouse,balanced_planner,Balanced Planner,medium,low,high,tenured,38,64775710.73,1.0,1.0
ADV0038,Advisor 0038,independent_broker_dealer,balanced_planner,Balanced Planner,medium,low,high,established,61,64604460.2,1.0,1.0
ADV0212,Advisor 0212,independent_broker_dealer,fixed_income_specialist,Fixed Income Specialist,low_medium,medium,high,established,48,64496556.85,0.95,1.05
ADV0463,Advisor 0463,regional_broker_dealer,balanced_planner,Balanced Planner,medium,low,high,tenured,86,64432301.0,1.0,1.0
ADV0897,Advisor 0897,regional_broker_dealer,growth_allocator,Growth Allocator,medium_high,medium,medium,emerging,62,64052472.39,1.15,0.9
ADV0442,Advisor 0442,private_bank,conservative_income,Conservative Income,low,low,high,established,28,63422437.26,0.85,1.2
ADV0379,Advisor 0379,private_bank,fixed_income_specialist,Fixed Income Specialist,low_medium,medium,high,established,32,63063102.15,0.95,1.05
ADV0553,Advisor 0553,ria,active_trader,Active Trader,high,high,low,emerging,45,62873604.22,1.25,1.15
ADV0068,Advisor 0068,independent_broker_dealer,conservative_income,Conservative Income,low,low,high,emerging,43,62823333.72,0.85,1.2
ADV0630,Advisor 0630,independent_broker_dealer,balanced_planner,Balanced Planner,medium,low,high,emerging,48,62530421.91,1.0,1.0
ADV0088,Advisor 0088,wirehouse,balanced_planner,Balanced Planner,medium,low,high,established,43,62187356.54,1.0,1.0
ADV0722,Advisor 0722,wirehouse,growth_allocator,Growth Allocator,medium_high,medium,medium,established,39,61229679.31,1.15,0.9
ADV0186,Advisor 0186,independent_broker_dealer,alternative_specialist,Alternative Specialist,medium_high,medium,medium,emerging,47,61126311.95,1.05,0.95
ADV0520,Advisor 0520,private_bank,conservative_income,Conservative Income,low,low,high,tenured,32,60995157.4,0.85,1.2
ADV0684,Advisor 0684,ria,balanced_planner,Balanced Planner,medium,low,high,established,44,60269509.71,1.0,1.0
ADV0085,Advisor 0085,ria,balanced_planner,Balanced Planner,medium,low,high,established,44,60160736.77,1.0,1.0
ADV0248,Advisor 0248,regional_broker_dealer,balanced_planner,Balanced Planner,medium,low,high,established,59,59612660.05,1.0,1.0
ADV0658,Advisor 0658,ria,fixed_income_specialist,Fixed Income Specialist,low_medium,medium,high,tenured,54,59460913.04,0.95,1.05
ADV0142,Advisor 0142,private_bank,balanced_planner,Balanced Planner,medium,low,high,emerging,21,59022078.83,1.0,1.0
ADV0616,Advisor 0616,insurance_broker_dealer,growth_allocator,Growth Allocator,medium_high,medium,medium,established,72,58897394.02,1.15,0.9
ADV0101,Advisor 0101,insurance_broker_dealer,active_trader,Active Trader,high,high,low,established,68,58377371.5,1.25,1.15
ADV0435,Advisor 0435,independent_broker_dealer,balanced_planner,Balanced Planner,medium,low,high,established,55,58367603.55,1.0,1.0
ADV0487,Advisor 0487,independent_broker_dealer,fixed_income_specialist,Fixed Income Specialist,low_medium,medium,high,tenured,49,58287668.86,0.95,1.05
ADV0805,Advisor 0805,regional_broker_dealer,conservative_income,Conservative Income,low,low,high,established,51,58224488.31,0.85,1.2
ADV0133,Advisor 0133,independent_broker_dealer,balanced_planner,Balanced Planner,medium,low,high,established,49,57916916.32,1.0,1.0
ADV0082,Advisor 0082,insurance_broker_dealer,alternative_specialist,Alternative Specialist,medium_high,medium,medium,established,63,57790978.42,1.05,0.95
ADV0811,Advisor 0811,ria,conservative_income,Conservative Income,low,low,high,emerging,33,57766156.03,0.85,1.2
ADV0026,Advisor 0026,independent_broker_dealer,conservative_income,Conservative Income,low,low,high,established,46,57515133.36,0.85,1.2
ADV0531,Advisor 0531,independent_broker_dealer,alternative_specialist,Alternative Specialist,medium_high,medium,medium,emerging,48,57469074.62,1.05,0.95
ADV0419,Advisor 0419,independent_broker_dealer,balanced_planner,Balanced Planner,medium,low,high,tenured,64,56977622.36,1.0,1.0
ADV0033,Advisor 0033,independent_broker_dealer,growth_allocator,Growth Allocator,medium_high,medium,medium,established,53,56864344.16,1.15,0.9
ADV0275,Advisor 0275,ria,balanced_planner,Balanced Planner,medium,low,high,established,40,56564832.05,1.0,1.0
ADV0958,Advisor 0958,regional_broker_dealer,active_trader,Active Trader,high,high,low,established,59,56254734.11,1.25,1.15
ADV0765,Advisor 0765,wirehouse,growth_allocator,Growth Allocator,medium_high,medium,medium,established,37,56235093.71,1.15,0.9
ADV0915,Advisor 0915,ria,growth_allocator,Growth Allocator,medium_high,medium,medium,emerging,43,56081646.15,1.15,0.9
ADV0041,Advisor 0041,private_bank,conservative_income,Conservative Income,low,low,high,emerging,21,55879994.7,0.85,1.2
ADV0179,Advisor 0179,wirehouse,balanced_planner,Balanced Planner,medium,low,high,emerging,32,55552602.73,1.0,1.0
ADV0100,Advisor 0100,wirehouse,balanced_planner,Balanced Planner,medium,low,high,tenured,35,55537381.94,1.0,1.0
ADV0724,Advisor 0724,wirehouse,balanced_planner,Balanced Planner,medium,low,high,established,38,55458528.75,1.0,1.0
ADV0445,Advisor 0445,wirehouse,growth_allocator,Growth Allocator,medium_high,medium,medium,tenured,41,55296030.28,1.15,0.9
ADV0668,Advisor 0668,regional_broker_dealer,conservative_income,Conservative Income,low,low,high,emerging,49,54946356.03,0.85,1.2
ADV0826,Advisor 0826,insurance_broker_dealer,conservative_income,Conservative Income,low,low,high,established,65,54506866.68,0.85,1.2
ADV1000,Advisor 1000,wirehouse,growth_allocator,Growth Allocator,medium_high,medium,medium,established,41,54331444.23,1.15,0.9
ADV0663,Advisor 0663,ria,active_trader,Active Trader,high,high,low,established,38,54283944.54,1.25,1.15
ADV0446,Advisor 0446,wirehouse,growth_allocator,Growth Allocator,medium_high,medium,medium,established,36,54154704.29,1.15,0.9
ADV0481,Advisor 0481,independent_broker_dealer,conservative_income,Conservative Income,low,low,high,established,44,54097834.33,0.85,1.2
ADV0824,Advisor 0824,regional_broker_dealer,balanced_planner,Balanced Planner,medium,low,high,established,58,53651602.87,1.0,1.0
ADV0394,Advisor 0394,ria,growth_allocator,Growth Allocator,medium_high,medium,medium,established,42,53575291.98,1.15,0.9
ADV0809,Advisor 0809,wirehouse,balanced_planner,Balanced Planner,medium,low,high,established,37,53163298.42,1.0,1.0
ADV0140,Advisor 0140,independent_broker_dealer,growth_allocator,Growth Allocator,medium_high,medium,medium,emerging,42,52929274.7,1.15,0.9
ADV0782,Advisor 0782,wirehouse,alternative_specialist,Alternative Specialist,medium_high,medium,medium,emerging,31,52878959.41,1.05,0.95
ADV0840,Advisor 0840,ria,fixed_income_specialist,Fixed Income Specialist,low_medium,medium,high,emerging,30,52739913.89,0.95,1.05
ADV0320,Advisor 0320,independent_broker_dealer,fixed_income_specialist,Fixed Income Specialist,low_medium,medium,high,tenured,50,52540667.4,0.95,1.05
ADV0940,Advisor 0940,wirehouse,balanced_planner,Balanced Planner,medium,low,high,emerging,30,52369315.47,1.0,1.0
ADV0170,Advisor 0170,private_bank,balanced_planner,Balanced Planner,medium,low,high,established,27,52168380.93,1.0,1.0
ADV0337,Advisor 0337,wirehouse,balanced_planner,Balanced Planner,medium,low,high,established,35,51735578.53,1.0,1.0
ADV0152,Advisor 0152,independent_broker_dealer,conservative_income,Conservative Income,low,low,high,emerging,41,51539591.16,0.85,1.2
ADV0519,Advisor 0519,ria,growth_allocator,Growth Allocator,medium_high,medium,medium,established,37,51138170.41,1.15,0.9
ADV0341,Advisor 0341,independent_broker_dealer,balanced_planner,Balanced Planner,medium,low,high,established,44,51056269.21,1.0,1.0
ADV0976,Advisor 0976,ria,growth_allocator,Growth Allocator,medium_high,medium,medium,established,34,50665805.76,1.15,0.9
ADV0187,Advisor 0187,wirehouse,conservative_income,Conservative Income,low,low,high,established,38,50557136.08,0.85,1.2
ADV0561,Advisor 0561,independent_broker_dealer,growth_allocator,Growth Allocator,medium_high,medium,medium,established,42,50404474.01,1.15,0.9
ADV0653,Advisor 0653,independent_broker_dealer,balanced_planner,Balanced Planner,medium,low,high,established,46,50329876.74,1.0,1.0
ADV0678,Advisor 0678,ria,fixed_income_specialist,Fixed Income Specialist,low_medium,medium,high,emerging,40,50295515.03,0.95,1.05
ADV0564,Advisor 0564,insurance_broker_dealer,active_trader,Active Trader,high,high,low,tenured,68,50287204.27,1.25,1.15
ADV0620,Advisor 0620,independent_broker_dealer,balanced_planner,Balanced Planner,medium,low,high,established,40,50168042.02,1.0,1.0
ADV0735,Advisor 0735,regional_broker_dealer,balanced_planner,Balanced Planner,medium,low,high,emerging,39,49554793.48,1.0,1.0
ADV0705,Advisor 0705,ria,balanced_planner,Balanced Planner,medium,low,high,established,33,49288842.33,1.0,1.0
ADV0994,Advisor 0994,insurance_broker_dealer,balanced_planner,Balanced Planner,medium,low,high,tenured,66,48883552.3,1.0,1.0
ADV0845,Advisor 0845,wirehouse,growth_allocator,Growth Allocator,medium_high,medium,medium,established,29,48833716.27,1.15,0.9
ADV0766,Advisor 0766,ria,alternative_specialist,Alternative Specialist,medium_high,medium,medium,established,36,48516402.36,1.05,0.95
ADV0649,Advisor 0649,insurance_broker_dealer,active_trader,Active Trader,high,high,low,established,51,48262021.42,1.25,1.15
ADV0991,Advisor 0991,ria,active_trader,Active Trader,high,high,low,emerging,38,48225231.3,1.25,1.15
ADV0507,Advisor 0507,independent_broker_dealer,balanced_planner,Balanced Planner,medium,low,high,tenured,43,48124157.02,1.0,1.0
ADV0261,Advisor 0261,wirehouse,alternative_specialist,Alternative Specialist,medium_high,medium,medium,tenured,34,48122022.56,1.05,0.95
ADV0035,Advisor 0035,insurance_broker_dealer,growth_allocator,Growth Allocator,medium_high,medium,medium,established,54,47969103.32,1.15,0.9
ADV0606,Advisor 0606,wirehouse,conservative_income,Conservative Income,low,low,high,established,30,47909339.34,0.85,1.2
ADV0173,Advisor 0173,ria,balanced_planner,Balanced Planner,medium,low,high,established,31,47855481.56,1.0,1.0
ADV0309,Advisor 0309,wirehouse,growth_allocator,Growth Allocator,medium_high,medium,medium,established,33,47768238.27,1.15,0.9
ADV0264,Advisor 0264,regional_broker_dealer,alternative_specialist,Alternative Specialist,medium_high,medium,medium,tenured,61,46922637.8,1.05,0.95
ADV0338,Advisor 0338,ria,growth_allocator,Growth Allocator,medium_high,medium,medium,emerging,27,46843672.95,1.15,0.9
ADV0874,Advisor 0874,independent_broker_dealer,alternative_specialist,Alternative Specialist,medium_high,medium,medium,emerging,43,46824716.64,1.05,0.95
ADV0698,Advisor 0698,insurance_broker_dealer,balanced_planner,Balanced Planner,medium,low,high,established,53,46424425.38,1.0,1.0
ADV0011,Advisor 0011,wirehouse,growth_allocator,Growth Allocator,medium_high,medium,medium,emerging,23,45942676.45,1.15,0.9
ADV0775,Advisor 0775,wirehouse,balanced_planner,Balanced Planner,medium,low,high,tenured,35,45381975.7,1.0,1.0
ADV0136,Advisor 0136,ria,balanced_planner,Balanced Planner,medium,low,high,emerging,29,45160407.14,1.0,1.0
ADV0353,Advisor 0353,wirehouse,fixed_income_specialist,Fixed Income Specialist,low_medium,medium,high,emerging,28,44985154.68,0.95,1.05
ADV0053,Advisor 0053,private_bank,active_trader,Active Trader,high,high,low,established,22,44972542.46,1.25,1.15
ADV0437,Advisor 0437,ria,balanced_planner,Balanced Planner,medium,low,high,emerging,30,44968231.7,1.0,1.0
ADV0587,Advisor 0587,independent_broker_dealer,conservative_income,Conservative Income,low,low,high,established,40,44454298.59,0.85,1.2
ADV0632,Advisor 0632,private_bank,conservative_income,Conservative Income,low,low,high,emerging,20,44382074.66,0.85,1.2
ADV0856,Advisor 0856,independent_broker_dealer,growth_allocator,Growth Allocator,medium_high,medium,medium,emerging,35,44169589.27,1.15,0.9
ADV0931,Advisor 0931,wirehouse,conservative_income,Conservative Income,low,low,high,tenured,30,43392584.15,0.85,1.2
ADV0439,Advisor 0439,insurance_broker_dealer,conservative_income,Conservative Income,low,low,high,emerging,55,43374372.3,0.85,1.2
ADV0757,Advisor 0757,wirehouse,growth_allocator,Growth Allocator,medium_high,medium,medium,established,27,43324452.17,1.15,0.9
ADV0787,Advisor 0787,ria,active_trader,Active Trader,high,high,low,established,35,43170438.11,1.25,1.15
ADV0378,Advisor 0378,ria,active_trader,Active Trader,high,high,low,established,35,43143911.79,1.25,1.15
ADV0870,Advisor 0870,regional_broker_dealer,conservative_income,Conservative Income,low,low,high,tenured,45,43050661.5,0.85,1.2
ADV0093,Advisor 0093,independent_broker_dealer,growth_allocator,Growth Allocator,medium_high,medium,medium,tenured,37,43038945.4,1.15,0.9
ADV0646,Advisor 0646,wirehouse,active_trader,Active Trader,high,high,low,emerging,31,42980008.52,1.25,1.15
ADV0948,Advisor 0948,independent_broker_dealer,fixed_income_specialist,Fixed Income Specialist,low_medium,medium,high,tenured,40,42875539.75,0.95,1.05
ADV0287,Advisor 0287,ria,conservative_income,Conservative Income,low,low,high,tenured,33,42662884.82,0.85,1.2
ADV0430,Advisor 0430,wirehouse,active_trader,Active Trader,high,high,low,emerging,26,42624005.83,1.25,1.15
ADV0219,Advisor 0219,ria,conservative_income,Conservative Income,low,low,high,emerging,33,42575661.08,0.85,1.2
ADV0974,Advisor 0974,wirehouse,conservative_income,Conservative Income,low,low,high,emerging,30,42184786.42,0.85,1.2
ADV0574,Advisor 0574,regional_broker_dealer,conservative_income,Conservative Income,low,low,high,tenured,45,41843450.35,0.85,1.2
ADV0344,Advisor 0344,wirehouse,active_trader,Active Trader,high,high,low,tenured,31,41368171.88,1.25,1.15
ADV0522,Advisor 0522,wirehouse,fixed_income_specialist,Fixed Income Specialist,low_medium,medium,high,emerging,23,40796289.6,0.95,1.05
ADV0244,Advisor 0244,wirehouse,active_trader,Active Trader,high,high,low,established,29,40763347.7,1.25,1.15
ADV0866,Advisor 0866,ria,growth_allocator,Growth Allocator,medium_high,medium,medium,established,31,40731531.54,1.15,0.9
ADV0063,Advisor 0063,private_bank,conservative_income,Conservative Income,low,low,high,emerging,21,39863681.52,0.85,1.2
ADV0605,Advisor 0605,ria,growth_allocator,Growth Allocator,medium_high,medium,medium,established,22,39627311.85,1.15,0.9
ADV0573,Advisor 0573,insurance_broker_dealer,fixed_income_specialist,Fixed Income Specialist,low_medium,medium,high,tenured,53,39391787.71,0.95,1.05
ADV0538,Advisor 0538,independent_broker_dealer,alternative_specialist,Alternative Specialist,medium_high,medium,medium,tenured,39,39373584.19,1.05,0.95
ADV0908,Advisor 0908,regional_broker_dealer,balanced_planner,Balanced Planner,medium,low,high,established,38,38809776.81,1.0,1.0
ADV0451,Advisor 0451,independent_broker_dealer,balanced_planner,Balanced Planner,medium,low,high,emerging,31,38495709.09,1.0,1.0
ADV0432,Advisor 0432,regional_broker_dealer,conservative_income,Conservative Income,low,low,high,established,34,38114078.2,0.85,1.2
ADV0664,Advisor 0664,ria,balanced_planner,Balanced Planner,medium,low,high,established,29,38029100.35,1.0,1.0
ADV0480,Advisor 0480,ria,balanced_planner,Balanced Planner,medium,low,high,emerging,25,37855986.94,1.0,1.0
ADV0213,Advisor 0213,ria,balanced_planner,Balanced Planner,medium,low,high,established,32,37563423.77,1.0,1.0
ADV0688,Advisor 0688,independent_broker_dealer,balanced_planner,Balanced Planner,medium,low,high,tenured,35,37222953.15,1.0,1.0
ADV0682,Advisor 0682,wirehouse,growth_allocator,Growth Allocator,medium_high,medium,medium,tenured,30,36781279.45,1.15,0.9
ADV0095,Advisor 0095,regional_broker_dealer,balanced_planner,Balanced Planner,medium,low,high,emerging,36,36366641.17,1.0,1.0
ADV0934,Advisor 0934,ria,conservative_income,Conservative Income,low,low,high,established,27,36339093.88,0.85,1.2
ADV0044,Advisor 0044,wirehouse,growth_allocator,Growth Allocator,medium_high,medium,medium,emerging,21,36202808.33,1.15,0.9
ADV0223,Advisor 0223,independent_broker_dealer,balanced_planner,Balanced Planner,medium,low,high,emerging,21,36148601.03,1.0,1.0
ADV0418,Advisor 0418,wirehouse,active_trader,Active Trader,high,high,low,tenured,25,35746108.31,1.25,1.15
ADV0857,Advisor 0857,wirehouse,balanced_planner,Balanced Planner,medium,low,high,emerging,17,35720450.22,1.0,1.0
ADV0278,Advisor 0278,wirehouse,balanced_planner,Balanced Planner,medium,low,high,tenured,20,35632960.54,1.0,1.0
ADV0611,Advisor 0611,ria,balanced_planner,Balanced Planner,medium,low,high,tenured,30,35461696.31,1.0,1.0
ADV0064,Advisor 0064,independent_broker_dealer,fixed_income_specialist,Fixed Income Specialist,low_medium,medium,high,emerging,25,35442396.67,0.95,1.05
ADV0753,Advisor 0753,independent_broker_dealer,balanced_planner,Balanced Planner,medium,low,high,established,26,35286644.79,1.0,1.0
ADV0110,Advisor 0110,wirehouse,conservative_income,Conservative Income,low,low,high,emerging,19,34806394.96,0.85,1.2
ADV0717,Advisor 0717,independent_broker_dealer,balanced_planner,Balanced Planner,medium,low,high,established,27,34476020.47,1.0,1.0
ADV0092,Advisor 0092,insurance_broker_dealer,active_trader,Active Trader,high,high,low,tenured,40,34426252.59,1.25,1.15
ADV0496,Advisor 0496,ria,growth_allocator,Growth Allocator,medium_high,medium,medium,established,23,34156911.66,1.15,0.9
ADV0096,Advisor 0096,wirehouse,conservative_income,Conservative Income,low,low,high,emerging,23,34141430.2,0.85,1.2
ADV0167,Advisor 0167,ria,alternative_specialist,Alternative Specialist,medium_high,medium,medium,emerging,24,34115152.53,1.05,0.95
ADV0285,Advisor 0285,regional_broker_dealer,fixed_income_specialist,Fixed Income Specialist,low_medium,medium,high,established,34,34042015.76,0.95,1.05
ADV0626,Advisor 0626,regional_broker_dealer,growth_allocator,Growth Allocator,medium_high,medium,medium,established,30,33947004.69,1.15,0.9
ADV0470,Advisor 0470,private_bank,fixed_income_specialist,Fixed Income Specialist,low_medium,medium,high,tenured,19,33893342.96,0.95,1.05
ADV0584,Advisor 0584,insurance_broker_dealer,growth_allocator,Growth Allocator,medium_high,medium,medium,established,32,33389376.89,1.15,0.9
